col_A,col_B,col_C
zur Inhaltsübersicht,,
"Deutschlandatlas_GEM1224_b: Indikatoren auf Gemeindeebene, Gebietsstand zum 31.12.2024 ",,
GKZ1224,Gemeindename,"Indikatorkürzel: bev_dicht

Einwohner/-innen je km² im Jahr 2024"
9776121,Oberreute,122.7
9776122,Opfenbach,139.36
9776124,Röthenbach (Allgäu),130.86
9776125,"Scheidegg, M",161.99
9776126,Sigmarszell,183.19
9776127,Stiefenhofen,64.49
9776128,Wasserburg (Bodensee),603.95
9776129,"Weiler-Simmerberg, M",203.29
9776130,Weißensberg,345.92
9776131,Hergatz,130.28
9777111,Aitrang,66.91
9777112,Biessenhofen,157.5
9777114,Baisweil,52
9777118,Bidingen,51.5
9777121,"Buchloe, St",381.84
9777124,Eggenthal,50.5
9777125,Eisenberg,81.22
9777128,Friesenried,66.44
9777129,"Füssen, St",351.43
9777130,Germaringen,168.71
9777131,Görisried,57.61
9777135,Hopferau,93.54
9777138,Günzach,58.03
9777139,"Irsee, M",91.51
9777140,Jengen,77.24
9777141,"Kaltental, M",77.65
9777144,Kraftisried,57.08
9777145,Lamerdingen,65.26
9777147,Lechbruck am See,158.5
9777149,Lengenwang,77.1
9777151,"Marktoberdorf, St",195.66
9777152,Mauerstetten,194.87
9777153,"Nesselwang, M",128.27
9777154,"Obergünzburg, M",136.8
9777155,Oberostendorf,70.82
9777157,Osterzell,64.81
9777158,Pforzen,101.48
9777159,Pfronten,123.55
9777163,Rieden am Forggensee,106.47
9777164,Rieden,172.06
9777165,"Ronsberg, M",100.36
9777166,Roßhaupten,58.24
9777167,Ruderatshofen,51.49
9777168,Rückholz,58.48
9777169,Schwangau,42.93
9777170,Seeg,61.17
9777171,Stötten a.Auerberg,49.08
9777172,Stöttwang,97.88
9777173,Halblech,26.77
9777175,"Unterthingau, M",61.53
9777176,Untrasried,65.36
9777177,"Waal, M",84.87
9777179,Wald,64.44
9777182,Westendorf,162.36
9777183,Rettenbach a.Auerberg,71.79
9778111,Amberg,136.97
9778113,Apfeltrach,64.89
9778115,"Babenhausen, M",208.19
9778116,"Bad Wörishofen, St",293.01
9778118,Benningen,188.09
9778119,Böhen,37.32
9778120,Boos,134.45
9778121,Breitenbrunn,54.43
9778123,Buxheim,303.81
9778127,"Dirlewang, M",96.82
9778130,Egg a.d.Günz,56.78
9778134,Eppishausen,49.2
9778136,"Erkheim, M",97.05
9778137,Ettringen,83.93
9778139,Fellheim,220.12
9778144,"Bad Grönenbach, M",137.65
9778149,Hawangen,86.72
9778150,Heimertingen,132.23
9778151,Holzgünz,113.49
9778157,Kirchhaslach,41.29
9778158,"Kirchheim i.Schw., M",78.28
9778161,Kronburg,87.46
9778162,Lachen,126.52
9778163,Lauben,76.03
9778164,Lautrach,156.01
9778165,"Legau, M",89.11
9778168,"Markt Rettenbach, M",78.18
9778169,"Markt Wald, M",69.03
9778171,Memmingerberg,486.35
9778173,"Mindelheim, St",275.27
9778177,Niederrieden,108.93
9778180,Kammlach,70.03
9778183,Oberrieden,56.27
9778184,Oberschönegg,57.33
9778186,"Ottobeuren, M",151.59
9778187,"Pfaffenhausen, M",125.78
9778188,Pleß,58.02
9778190,Salgen,62.34
9778196,Sontheim,103.28
9778199,Stetten,94.27
9778202,Trunkelsberg,896.39
9778203,"Türkheim, M",234.79
9778204,"Tussenhausen, M",73.2
9778205,Ungerhausen,157.12
9778207,Unteregg,58.89
9778209,Rammingen,81.46
9778214,Westerheim,106.62
9778216,Wiedergeltingen,128.14
9778217,Winterrieden,95.3
9778218,Wolfertschwenden,146.48
9778219,Woringen,121.73
9778221,Kettershausen,71.11
9778451,Ungerhauser Wald,-9999
9779111,Alerheim,71.63
9779112,Amerdingen,45.16
9779115,Asbach-Bäumenheim,399.16
9779117,Auhausen,67.65
9779126,Buchdorf,121.07
9779129,Daiting,31.78
9779130,Deiningen,119.9
9779131,"Donauwörth, GKSt",259.48
9779136,Ederheim,66.14
9779138,Ehingen a.Ries,48.08
9779146,Forheim,22.48
9779147,Fremdingen,40.54
9779148,Fünfstetten,50.77
9779149,Genderkingen,101.37
9779154,Hainsfarth,80.05
9779155,"Harburg (Schwaben), St",76.52
9779162,Hohenaltheim,31.21
9779163,Holzheim,56.23
9779167,Huisheim,71.98
9779169,"Kaisheim, M",95.3
9779176,Maihingen,88.36
9779177,Marktoffingen,94.19
9779178,Marxheim,55.62
9779180,Megesheim,66.11
9779181,Mertingen,103.62
9779184,Mönchsdeggingen,45.02
9779185,Möttingen,84.27
9779186,"Monheim, St",78.61
9779187,Münster,69.3
9779188,Munningen,75.7
9779192,Niederschönenfeld,100.14
9779194,"Nördlingen, GKSt",298.9
9779196,Oberndorf a.Lech,137.27
9779197,"Oettingen i.Bay., St",151.84
9779198,Otting,59.52
9779201,"Rain, St",118.33
9779203,Reimlingen,141.24
9779206,Rögling,56.98
9779217,Tagmersheim,67.13
9779218,Tapfheim,93.18
9779224,"Wallerstein, M",172.79
9779226,Wechingen,59.3
9779228,"Wemding, St",182.18
9779231,Wolferstadt,36.29
9779452,Dornstadt-Linkersbaindt,-9999
9779453,Esterholz,-9999
9780112,"Altusried, M",112.23
9780113,Balderschwang,8.48
9780114,Betzigau,98.29
9780115,Blaichach,110.12
9780116,Bolsterlang,52.58
9780117,"Buchenberg, M",70.65
9780118,Burgberg i.Allgäu,191.66
9780119,"Dietmannsried, M",158.31
9780120,Durach,333.72
9780121,Fischen i.Allgäu,232.57
9780122,Haldenwang,141.54
9780123,"Bad Hindelang, M",36.89
9780124,"Immenstadt i.Allgäu, St",176.71
9780125,Lauben,409.99
9780127,Missen-Wilhams,44.32
9780128,Oy-Mittelberg,75.85
9780131,Obermaiselstein,40.34
9780132,"Oberstaufen, M",60.77
9780133,"Oberstdorf, M",40.36
9780134,Ofterschwang,103.89
9780137,Rettenberg,73.62
9780139,"Sonthofen, St",466.9
9780140,"Sulzberg, M",122.96
9780143,Waltenhofen,165.71
9780144,"Weitnau, M",81.33
9780145,"Wertach, M",60.22
9780146,"Wiggensbach, M",159.23
9780147,Wildpoldsried,120.93
9780451,Kempter Wald,-9999
10041100,"Saarbrücken, Landeshauptstadt",1092.23
10041511,"Friedrichsthal, Stadt",1132.37
10041512,Großrosseln,310.17
10041513,Heusweiler,460.56
10041514,Kleinblittersdorf,399.26
10041515,"Püttlingen, Stadt",766.64
10041516,Quierschied,638.05
10041517,Riegelsberg,975.84
10041518,"Sulzbach/ Saar, Stadt",1019.04
10041519,"Völklingen, Stadt",610.31
10042111,Beckingen,297.82
10042112,Losheim am See,170.55
10042113,"Merzig, Kreisstadt",290.85
10042114,Mettlach,161.41
10042115,Perl,126.3
10042116,"Wadern, Stadt",147.93
10042117,Weiskirchen,194
10043111,Eppelborn,352.61
10043112,Illingen,441.54
10043113,Merchweiler,788.98
10043114,"Neunkirchen, Kreisstadt",629.07
10043115,"Ottweiler, Stadt",312.88
10043116,Schiffweiler,737.86
10043117,Spiesen-Elversberg,1145.36
10044111,"Dillingen/ Saar, Stadt",976.37
10044112,"Lebach, Stadt",303.19
10044113,Nalbach,412.44
10044114,Rehlingen-Siersburg,243.83
10044115,"Saarlouis, Kreisstadt",869.91
10044116,Saarwellingen,326.76
10044117,Schmelz,289.68
10044118,Schwalbach,661.6
10044119,Überherrn,352.83
10044120,Wadgassen,695.68
10044121,Wallerfangen,220.84
10044122,Bous,942.46
10044123,Ensdorf,825.74
10045111,"Bexbach, Stadt",572.31
10045112,"Blieskastel, Stadt",186.65
10045113,Gersheim,108.63
10045114,"Homburg, Kreisstadt",525.14
10045115,Kirkel,325.18
10045116,Mandelbachtal,187.91
10045117,"St. Ingbert, Stadt",709.77
10046111,Freisen,168.75
10046112,Marpingen,258.52
10046113,Namborn,273.13
10046114,Nohfelden,98.68
10046115,Nonnweiler,126.95
10046116,Oberthal,254.42
10046117,"St. Wendel, Kreisstadt",224.07
10046118,Tholey,214.74
11000000,"Berlin, Stadt",4135.54
12051000,"Brandenburg an der Havel, Stadt",322.61
12052000,"Cottbus/Chó?ebuz, Stadt",574.38
12053000,"Frankfurt (Oder), Stadt",386.25
12054000,"Potsdam, Stadt",981.48
12060005,Ahrensfelde,249.06
12060012,Althüttendorf,35.89
12060020,"Bernau bei Berlin, Stadt",427.95
12060024,"Biesenthal, Stadt",103.38
12060034,Breydin,22.85
12060036,Britz,135.48
12060045,Chorin,18.09
12060052,"Eberswalde, Stadt",443.03
12060068,Friedrichswalde,17.55
12060092,Hohenfinow,23.99
12060100,"Joachimsthal, Stadt",27.96
12060128,Liepe,57.7
12060149,Lunow-Stolzenhagen,33.71
12060154,Marienwerder,40.67
12060161,Melchow,67.11
12060172,Niederfinow,44.02
12060176,"Oderberg, Stadt",54.84
12060181,Panketal,817.98
12060185,Parsteinsee,29.89
12060192,Rüdnitz,153.23
12060198,Schorfheide,44.64
12060250,Sydower Fließ,31.28
12060269,Wandlitz,150.48
12060280,"Werneuchen, Stadt",80.3
12060296,Ziethen,17.9
12061005,Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch,14.26
12061017,Bersteland,28.68
12061020,Bestensee,241.02
12061061,Byhleguhre-Byhlen/Be?a Góra-B?lin,20.7
12061097,Drahnsdorf,25.5
12061112,Eichwalde,2272.76
12061164,"Golßen, Stadt",38.61
12061192,Groß Köris,38
12061216,Halbe,32.09
12061217,Heidesee,54.6
12061219,Heideblick,21.1
12061224,Jamlitz,11.4
12061244,Kasel-Golzig,20.03
12061260,"Königs Wusterhausen, Stadt",409.83
12061265,Krausnick-Groß Wasserburg,12.08
12061308,"Lieberose, Stadt",18.21
12061316,"Lübben (Spreewald) / Lubin (B?ota), Stadt",116.07
12061320,"Luckau, Stadt",44.36
12061328,"Märkisch Buchholz, Stadt",34.15
12061329,Märkische Heide/Markojska Góla,17.76
12061332,"Mittenwalde, Stadt",101.15
12061344,Münchehofe,6.87
12061352,Neu Zauche/Nowa Niwa,26.55
12061405,Rietzneuendorf-Staakow,21.84
12061428,Schlepzig/S?opiš?a,20.07
12061433,Schönefeld,234.67
12061435,Schönwald,27.28
12061444,Schulzendorf,1050.77
12061448,Schwerin,143.82
12061450,Schwielochsee/Gójacki Jazor,11.27
12061470,Spreewaldheide/B?o?a?ska Góla,11.7
12061471,Steinreich,10.03
12061476,Straupitz (Spreewald)/Tšupc (B?ota),42.19
12061492,"Teupitz, Stadt",39.49
12061510,Unterspreewald,28.25
12061540,"Wildau, Stadt",1176.4
12061572,Zeuthen,901.5
12062024,"Bad Liebenwerda, Stadt",64.08
12062088,Crinitz,51.34
12062092,"Doberlug-Kirchhain, Stadt",56.12
12062124,"Elsterwerda, Stadt",189.21
12062128,"Falkenberg/Elster, Stadt",73.88
12062134,Fichtwald,18.64
12062140,"Finsterwalde, Stadt",199.9
12062177,Gorden-Staupitz,32.59
12062196,Gröden,59.12
12062208,Großthiemig,48.81
12062219,Heideland,14.52
12062224,"Herzberg (Elster), Stadt",58.6
12062232,Hirschfeld,57.33
12062237,Hohenbucko,14.41
12062240,Hohenleipisch,52.97
12062282,Kremitzaue,33.02
12062289,Lebusa,23.47
12062293,Lichterfeld-Schacksdorf,21.86
12062333,Massen-Niederlausitz,24.84
12062336,Merzdorf,64.06
12062341,"Mühlberg/Elbe, Stadt",37.1
12062372,Plessa,47.4
12062410,Röderland,78.21
12062417,Rückersdorf,55.04
12062425,Sallgast,32.96
12062440,Schilda,48.22
12062445,"Schlieben, Stadt",29.8
12062453,Schönborn,37.47
12062461,"Schönewalde, Stadt",18.56
12062464,Schraden,30.91
12062469,"Sonnewalde, Stadt",26.15
12062492,Tröbitz,59.21
12062500,"Uebigau-Wahrenbrück, Stadt",36.17
12063036,Brieselang,297.94
12063056,Dallgow-Döberitz,163.54
12063080,"Falkensee, Stadt",1054.91
12063088,"Friesack, Stadt",30.29
12063094,Gollenberg,12.91
12063112,Großderschau,21.19
12063134,Havelaue,11.76
12063142,Wiesenaue,16.32
12063148,"Ketzin/Havel, Stadt",71.37
12063161,Kleßen-Görne,8.25
12063165,Kotzen,15.16
12063186,Märkisch Luch,19.18
12063189,Milower Land,26.57
12063202,Mühlenberge,19.3
12063208,"Nauen, Stadt",73.39
12063212,Nennhausen,19.71
12063228,Paulinenaue,42.05
12063240,Pessin,29.92
12063244,"Premnitz, Stadt",174.13
12063252,"Rathenow, Stadt",221.81
12063256,Retzow,34.77
12063260,"Rhinow, Stadt",50.62
12063273,Schönwalde-Glien,108.09
12063274,Seeblick,17.74
12063293,Stechow-Ferchesar,17.04
12063357,Wustermark,208.47
12064009,Alt Tucheband,27.02
12064029,"Altlandsberg, Stadt",90.34
12064044,"Bad Freienwalde (Oder), Stadt",90.59
12064053,Beiersdorf-Freudenberg,24.73
12064057,Bleyen-Genschmar,13.98
12064061,Bliesdorf,37.35
12064084,"Buckow (Märkische Schweiz), Stadt",104.92
12064125,Falkenberg,37.05
12064128,Falkenhagen (Mark),24.61
12064130,Fichtenhöhe,20.3
12064136,Fredersdorf-Vogelsdorf,891.84
12064153,Garzau-Garzin,19.62
12064172,Golzow,47.19
12064190,Gusow-Platkow,34.35
12064205,Heckelberg-Brunow,20.18
12064222,Höhenland,19.52
12064227,Hoppegarten,569.67
12064266,Küstriner Vorland,53.46
12064268,"Lebus, Stadt",56.03
12064274,Letschin,26.26
12064288,Lietzen,22.94
12064290,Lindendorf,33.93
12064303,Märkische Höhe,17.6
12064317,"Müncheberg, Stadt",44.86
12064336,Neuenhagen bei Berlin,980.37
12064340,Neuhardenberg,32.05
12064349,Neulewin,22.78
12064365,Neutrebbin,36.97
12064370,Oberbarnim,39.25
12064371,Oderaue,23.67
12064380,Petershagen/Eggersdorf,875.33
12064388,Podelzig,34.76
12064393,Prötzel,12.69
12064408,Rehfelde,116.17
12064417,Reichenow-Möglin,24.33
12064420,Reitwein,19.16
12064428,Rüdersdorf bei Berlin,225.73
12064448,"Seelow, Stadt",129.67
12064472,"Strausberg, Stadt",407.99
12064480,Treplin,30.22
12064482,Vierlinden,20.68
12064484,Waldsieversdorf,56.39
12064512,"Wriezen, Stadt",74.7
12064538,Zechin,22.66
12064539,Zeschdorf,30.86
12065036,Birkenwerder,437.91
12065084,"Fürstenberg/Havel, Stadt",26.85
12065096,Glienicke/Nordbahn,2637.53
12065100,"Gransee, Stadt",48.22
12065117,Großwoltersdorf,13.52
12065136,"Hennigsdorf, Stadt",847.43
12065144,"Hohen Neuendorf, Stadt",553.07
12065165,"Kremmen, Stadt",35.95
12065180,Leegebruch,1043.72
12065193,"Liebenwalde, Stadt",31.05
12065198,Löwenberger Land,34.67
12065225,Mühlenbecker Land,288.26
12065251,Oberkrämer,117.21
12065256,"Oranienburg, Stadt",300.09
12065276,Schönermark,34.09
12065301,Sonnenberg,16.08
12065310,Stechlin,13.25
12065332,"Velten, Stadt",543.42
12065356,"Zehdenick, Stadt",58.46
12066008,Altdöbern,37.78
12066041,Bronkow,13.67
12066052,"Calau/Kalawa, Stadt",46.65
12066064,Frauendorf,33.85
12066104,Großkmehlen,73.56
12066112,"Großräschen/Ra?, Stadt",102.06
12066116,Grünewald,39.55
12066120,Guteborn,31.64
12066124,Hermsdorf,22.19
12066132,Hohenbocka,62.12
12066168,Kroppen,46.3
12066176,"Lauchhammer, Stadt",157.25
12066188,Lindenau,66.61
12066196,"Lübbenau/Spreewald / Lubnjow/B?ota, Stadt",113.1
12066202,Luckaitztal,17.8
12066226,Neu-Seeland/Nowa Jazorina,14.37
12066228,Neupetershain/Nowe Wiki,63.3
12066240,"Ortrand, Stadt",271.2
12066272,"Ruhland, Stadt",100.16
12066285,Schipkau,97.56
12066292,Schwarzbach,41.29
12066296,"Schwarzheide, Stadt",172.4
12066304,"Senftenberg/Z?y Komorow, Stadt",183.96
12066316,Tettau,84.84
12066320,"Vetschau/Spreewald / W?tošow/B?ota, Stadt",68.52
12067024,Bad Saarow,125.89
12067036,"Beeskow, Stadt",102.67
12067040,Berkenbrück,60.03
12067072,Briesen (Mark),26.22
12067076,Brieskow-Finkenheerd,167.67
12067112,Diensdorf-Radlow,68.02
12067120,"Eisenhüttenstadt, Stadt",389.21
12067124,"Erkner, Stadt",704.23
12067137,"Friedland, Stadt",16.86
12067144,"Fürstenwalde/Spree, Stadt",452.84
12067173,Gosen-Neu Zittau,211.4
12067180,Groß Lindow,107.67
12067201,Grünheide (Mark),70.75
12067205,Grunow-Dammendorf,10.79
12067237,Jacobsdorf,36.56
12067288,Langewahl,63.49
12067292,Lawitz,89.95
12067324,Mixdorf,67.55
12067336,"Müllrose, Stadt",66.76
12067338,Neißemünde,37.54
12067357,Neuzelle,31.07
12067397,Ragow-Merz,11.7
12067408,Rauen,92.31
12067413,Reichenwalde,46.37
12067426,Rietz-Neuendorf,22.44
12067438,Schlaubetal,34.25
12067440,Schöneiche bei Berlin,783.14
12067458,Siehdichum,19.93
12067469,Spreenhagen,24.94
12067473,Steinhöfel,27.26
12067481,"Storkow (Mark), Stadt",50.89
12067493,Tauche,30.35
12067508,Vogelsang,125.94
12067520,Wendisch Rietz,66.29
12067528,Wiesenau,41.18
12067544,Woltersdorf,919.52
12067552,Ziltendorf,49.64
12068052,Breddin,19.79
12068072,Dabergotz,52.92
12068109,Dreetz,17.25
12068117,Fehrbellin,33.57
12068181,Heiligengrabe,20.96
12068188,Herzberg (Mark),34.49
12068264,"Kyritz, Stadt",58.12
12068280,"Lindow (Mark), Stadt",44.62
12068306,Märkisch Linden,27.31
12068320,"Neuruppin, Stadt",104.73
12068324,"Neustadt (Dosse), Stadt",45.72
12068353,"Rheinsberg, Stadt",23.46
12068372,Rüthnick,25.78
12068409,Sieversdorf-Hohenofen,33.62
12068413,Storbeck-Frankendorf,11.48
12068417,Stüdenitz-Schönermark,23.86
12068425,Temnitzquell,11.5
12068426,Temnitztal,27.92
12068437,Vielitzsee,20.83
12068452,Walsleben,24.91
12068468,"Wittstock/Dosse, Stadt",32.85
12068477,Wusterhausen/Dosse,28.65
12068501,Zernitz-Lohm,23.76
12069017,"Beelitz, Stadt",76.55
12069018,Beetzsee,126.69
12069019,Beetzseeheide,20.27
12069020,"Bad Belzig, Stadt",47.09
12069028,Bensdorf,35.88
12069052,Borkheide,325.59
12069056,Borkwalde,448.88
12069076,"Brück, Stadt",49.41
12069089,Buckautal,12.11
12069216,Golzow,34.1
12069224,Görzke,15.8
12069232,Gräben,11.89
12069249,Groß Kreutz (Havel),88.96
12069270,"Havelsee, Stadt",38.81
12069304,Kleinmachnow,1618.3
12069306,Kloster Lehnin,56.05
12069345,Linthe,29.81
12069397,Michendorf,199.56
12069402,Mühlenfließ,15.41
12069448,"Niemegk, Stadt",45.18
12069454,Nuthetal,195.21
12069460,Päwesin,21.52
12069470,Planebruch,15.19
12069474,Planetal,20.51
12069485,Rabenstein/Fläming,10.27
12069537,Rosenau,17.17
12069541,Roskow,30.97
12069590,Schwielowsee,183.96
12069596,Seddiner See,199.92
12069604,Stahnsdorf,325.19
12069616,"Teltow, Stadt",1282.17
12069632,"Treuenbrietzen, Stadt",35.49
12069648,Wenzlow,26.53
12069656,"Werder (Havel), Stadt",231.09
12069665,Wiesenburg/Mark,18.99
12069680,Wollin,28.75
12069688,Wusterwitz,120.27
12069696,"Ziesar, Stadt",35.15
12070008,"Bad Wilsnack, Stadt",31.65
12070028,Berge,26.87
12070052,Breese,64.23
12070060,Cumlosen,32.37
12070096,Gerdshagen,19.36
12070125,Groß Pankow (Prignitz),15.16
12070145,Gülitz-Reetz,18.87
12070149,Gumtow,14.93
12070153,Halenbeck-Rohlsdorf,13.2
12070173,Karstädt,22.89
12070222,Kümmernitztal,17.37
12070236,Lanz,11.6
12070241,Legde/Quitzöbel,13.87
12070244,"Lenzen (Elbe), Stadt",21.11
12070246,Lenzerwische,10.2
12070266,Marienfließ,8.75
12070280,"Meyenburg, Stadt",40.64
12070296,"Perleberg, Stadt",86.68
12070300,Pirow,11.37
12070302,Plattenburg,15.59
12070316,"Pritzwalk, Stadt",70.92
12070325,"Putlitz, Stadt",21.44
12070348,Rühstädt,16.23
12070393,Triglitz,16.09
12070416,Weisen,63.66
12070424,"Wittenberge, Stadt",336.91
12071028,Briesen/Brjazyna,84.99
12071032,Burg (Spreewald)/Bórkowy (B?ota),118.52
12071041,Dissen-Striesow/Dešno-Strjažow,46.75
12071044,"Döbern/Derbno, Stadt",194.17
12071052,Drachhausen/Hochoza,19.32
12071057,"Drebkau/Drjowk, Stadt",37.91
12071060,Drehnow/Drjenow,46.58
12071074,Felixsee/Feliksowy Jazor,50.48
12071076,"Forst (Lausitz)/Barš? (?užyca), Stadt",154.98
12071153,Groß Schacksdorf-Simmersdorf,28.8
12071160,"Guben, Stadt",359.04
12071164,Guhrow/Góry,76.35
12071176,Heinersbrück/Móst,23.52
12071189,Jämlitz-Klein Düben,15.08
12071193,Jänschwalde/Janšojce,19.12
12071244,Kolkwitz/Go?kojce,88.51
12071294,Neiße-Malxetal/Dolina Nysa-Ma?ksa,18.53
12071301,Neuhausen/Spree / Kopa?ce/Sprjewja,35.86
12071304,"Peitz/Picnjo, Stadt",318.83
12071337,Schenkendöbern/Derbno,15.81
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,26.43
12071372,"Spremberg/Grodk, Stadt",104.49
12071384,Tauer/Turjej,16.15
12071386,Teichland/Gatojce,30.17
12071392,Tschernitz/Cersk,86.12
12071401,Turnow-Preilack/Turnow-P?i?uk,28.77
12071408,"Welzow/Wjelcej, Stadt",78.39
12071412,Werben/Wjerbno,69.93
12071414,Wiesengrund/?ukojce,26.53
12072002,Am Mellensee,69.01
12072014,"Baruth/Mark, Stadt",17.82
12072017,Blankenfelde-Mahlow,527.99
12072053,"Dahme/Mark, Stadt",30.49
12072055,Dahmetal,10.27
12072120,Großbeeren,180.07
12072157,Ihlow,13.21
12072169,"Jüterbog, Stadt",73.24
12072232,"Luckenwalde, Stadt",450.76
12072240,"Ludwigsfelde, Stadt",268.36
12072297,Niedergörsdorf,29.87
12072298,Niederer Fläming,16.23
12072312,Nuthe-Urstromtal,18.53
12072340,Rangsdorf,347.85
12072426,"Trebbin, Stadt",76.76
12072477,"Zossen, Stadt",118.7
12073008,"Angermünde, Stadt",43.9
12073069,Boitzenburger Land,13.54
12073085,"Brüssow, Stadt",18.09
12073093,Carmzow-Wallmow,17.78
12073097,Casekow,18.49
12073157,Flieth-Stegelitz,10.4
12073189,"Gartz (Oder), Stadt",37.62
12073201,Gerswalde,15.12
12073216,Göritz,30.83
12073225,Gramzow,26.1
12073261,Grünow,27.38
12073309,Hohenselchow-Groß Pinnow,16.72
12073384,"Lychen, Stadt",28.03
12073393,Mescherin,23.39
12073396,Milmersdorf,21.85
12073404,Mittenwalde,16.38
12073429,Nordwestuckermark,16.11
12073430,Oberuckersee,18.7
12073440,Pinnow,70.56
12073452,"Prenzlau, Stadt",132.4
12073458,Randowtal,13.65
12073490,Schenkenberg,20.89
12073520,Schönfeld,18.28
12073532,"Schwedt/Oder, Stadt",93.5
12073565,Tantow,22.3
12073569,Temmen-Ringenwalde,7.68
12073572,"Templin, Stadt",41.07
12073578,Uckerfelde,20.79
12073579,Uckerland,14.42
12073645,Zichow,14.87
13003000,"Rostock, Hanse- und Universitätsstadt",1131.92
13004000,"Schwerin, Landeshauptstadt",753.2
13071001,Alt Schwerin,12.04
13071002,Altenhagen,27.53
13071003,Altenhof,18.07
13071004,"Altentreptow, Stadt",94.06
13071005,"Ankershagen, Schliemanngemeinde",17.29
13071006,Bartow,14.71
13071007,Basedow,19.01
13071008,Beggerow,15.86
13071009,Beseritz,10.82
13071010,Blankenhof,38.8
13071011,Blankensee,26.61
13071012,Blumenholz,18.45
13071013,Bollewick,22.24
13071014,Borrentin,15.2
13071015,Bredenfelde,21.07
13071016,Breesen,19.64
13071018,Briggow,21.56
13071019,Brunn,21.31
13071020,Buchholz,7.72
13071021,"Burg Stargard, Stadt",67.5
13071022,Burow,49.88
13071023,Bütow,16.86
13071025,Carpin,12.37
13071026,Cölpin,40.73
13071027,"Dargun, Stadt",34.74
13071028,Datzetal,21.54
13071029,"Demmin, Hansestadt",116.78
13071032,Faulenrost,17.84
13071033,Feldberger Seenlandschaft,21.46
13071034,Fincken,13.19
13071035,"Friedland, Stadt",42.63
13071036,Fünfseen,17.54
13071037,Galenbeck,11.65
13071039,Gielow,44.84
13071041,Gnevkow,16.89
13071042,Godendorf,17.37
13071043,Göhren-Lebbin,20.61
13071044,Golchen,11.38
13071045,Gotthun,30.74
13071047,Grabowhöfe,30.87
13071048,Grammentin,13.38
13071049,Grapzow,22.81
13071050,Grischow,21.3
13071053,Groß Kelle,16.47
13071054,Groß Miltzow,19.86
13071055,Groß Nemerow,52.28
13071056,Groß Plasten,29.91
13071057,Groß Teetzleben,29.63
13071058,Grünow,13.36
13071059,Gültz,21.53
13071060,Gülzow,32.54
13071063,Hohen Wangelin,11.87
13071064,Hohenbollentin,14.98
13071065,Hohenmocker,16.62
13071066,Hohenzieritz,21.63
13071067,Holldorf,47.22
13071068,Ivenack,19.81
13071069,Jabel,7.64
13071070,Jürgenstorf,40.23
13071071,Kargow,9.05
13071072,Kentzlin,15.59
13071073,Kieve,8.25
13071074,Kittendorf,12.9
13071075,Klein Vielen,14.81
13071076,Kletzin,23.97
13071077,Klink,42.01
13071078,Klocksin,13.6
13071079,Knorrendorf,18.63
13071080,Kratzeburg,9.87
13071081,Kriesow,13.87
13071083,Kublank,11.27
13071084,"Kummerow, Seegemeinde",9.43
13071087,Lärz,10.64
13071088,Leizen,16.57
13071089,Lindenberg,14.91
13071090,Lindetal,20.45
13071092,"Malchin, Stadt",61.92
13071093,"Malchow, Inselstadt",133.33
13071096,Meesiger,24.53
13071097,Melz,16.46
13071099,"Mirow, Stadt",23.45
13071100,Möllenbeck,21.06
13071101,Möllenhagen,32.13
13071102,Mölln,16.72
13071103,Moltzow,17.92
13071104,Neddemin,27.13
13071105,Neetzka,16.73
13071107,"Neubrandenburg, Vier-Tore-Stadt",700.7
13071108,Neuenkirchen,48.4
13071109,"Neukalen, Peenestadt",34.38
13071110,"Neustrelitz, Residenzstadt",144.33
13071111,Neverin,76.28
13071112,Nossendorf,17.9
13071113,Nossentiner Hütte,14.53
13071115,"Penzlin, Stadt",34.9
13071117,Pragsdorf,37.5
13071118,Priborn,23.82
13071119,Priepert,13.64
13071120,Pripsleben,21.15
13071122,Rechlin,23.7
13071123,Ritzerow,16.11
13071124,"Röbel/Müritz, Stadt",152.67
13071125,Röckwitz,17.38
13071127,Rosenow,32.16
13071128,Sarow,20.39
13071130,Schönbeck,19.13
13071131,Schönfeld,21.41
13071132,Schönhausen,12
13071133,Schwarz,12.91
13071135,Siedenbollentin,27.84
13071136,Siedenbrünzow,16.88
13071137,Sietow,28.88
13071138,Silz,27.69
13071139,Sommersdorf,29.86
13071140,Sponholz,27.11
13071141,Staven,24.32
13071142,"Stavenhagen, Reuterstadt, Stadt",118.36
13071143,Stuer,11.02
13071144,Torgelow am See,28.69
13071145,Trollenhagen,51.71
13071146,Tützpatz,25.25
13071147,Userin,14.16
13071148,Utzedel,16.13
13071150,Verchen,32.68
13071153,Voigtsdorf,13.25
13071154,Vollrathsruhe,12.34
13071155,Walow,21.99
13071156,"Waren (Müritz), Stadt",127.06
13071157,Warrenzin,12.14
13071158,Werder,17.08
13071159,"Wesenberg, Stadt",33.38
13071160,Wildberg,20.35
13071161,Woggersin,79.19
13071162,Wokuhl-Dabelow,12.48
13071163,Wolde,24.26
13071164,"Woldegk, Windmühlenstadt",24.64
13071166,Wulkenzin,70.54
13071167,Wustrow,18.11
13071169,Zettemin,13.08
13071170,Zirzow,36.05
13071171,Zislow,11.48
13071172,Peenehagen,17.74
13071173,Kuckssee,30.8
13071174,Schloen-Dratow,23.02
